Strongs,Book,BkOrder,Chapter,Verse,ID_Str,String
H5545,Num,4,15,26,H5545-4-15-26,"And it shall be forgiven all the congregation of the children of Israel, and the stranger that sojourneth among them; seeing all the people were in ignorance. "
H3722,Num,4,15,28,H3722-4-15-28,"And the priest shall make an atonement for the soul that sinneth ignorantly, when he sinneth by ignorance before the LORD, to make an atonement for him; and it shall be forgiven him."
H5545,Num,4,15,28,H5545-4-15-28,"And the priest shall make an atonement for the soul that sinneth ignorantly, when he sinneth by ignorance before the LORD, to make an atonement for him; and it shall be forgiven him."
H5375,Num,4,16,3,H5375-4-16-3,"And they gathered themselves together against Moses and against Aaron, and said unto them, Ye take too much upon you, seeing all the congregation are holy, every one of them, and the LORD is among them: wherefore then lift ye up yourselves above the congregation of the LORD? "
H5375,Num,4,16,15,H5375-4-16-15,"And Moses was very wroth, and said unto the LORD, Respect not thou their offering: I have not taken one ass from them, neither have I hurt one of them."
H3722,Num,4,16,46,H3722-4-16-46,"And Moses said unto Aaron, Take a censer, and put fire therein from off the altar, and put on incense, and go quickly unto the congregation, and make an atonement for them: for there is wrath gone out from the LORD; the plague is begun. "
H3722,Num,4,16,47,H3722-4-16-47,"And Aaron took as Moses commanded, and ran into the midst of the congregation; and, behold, the plague was begun among the people: and he put on incense, and made an atonement for the people. "
H5375,Num,4,18,1,H5375-4-18-1,"And the LORD said unto Aaron, Thou and thy sons and thy father's house with thee shall bear the iniquity of the sanctuary: and thou and thy sons with thee shall bear the iniquity of your priesthood. "
H5375,Num,4,18,22,H5375-4-18-22,"Neither must the children of Israel henceforth come nigh the tabernacle of the congregation, lest they bear sin, and die. "
H5375,Num,4,18,23,H5375-4-18-23,"But the Levites shall do the service of the tabernacle of the congregation, and they shall bear their iniquity: it shall be a statute for ever throughout your generations, that among the children of Israel they have no inheritance. "
H5375,Num,4,18,32,H5375-4-18-32,"And ye shall bear no sin by reason of it, when ye have heaved from it the best of it: neither shall ye pollute the holy things of the children of Israel, lest ye die. "
H5375,Num,4,23,7,H5375-4-23-7,"And he took up his parable, and said, Balak the king of Moab hath brought me from Aram, out of the mountains of the east, saying, Come, curse me Jacob, and come, defy Israel. "
H5375,Num,4,23,18,H5375-4-23-18,"And he took up his parable, and said, Rise up, Balak, and hear; hearken unto me, thou son of Zippor: "
H5375,Num,4,23,24,H5375-4-23-24,"Behold, the people shall rise up as a great lion, and lift up himself as a young lion: he shall not lie down until he eat of the prey, and drink the blood of the slain. "
H5375,Num,4,24,2,H5375-4-24-2,"And Balaam lifted up his eyes, and he saw Israel abiding in his tents according to their tribes; and the spirit of God came upon him."
H5375,Num,4,24,3,H5375-4-24-3,"And he took up his parable, and said, Balaam the son of Beor hath said, and the man whose eyes are open hath said: "
H5375,Num,4,24,7,H5375-4-24-7,"He shall pour âž” the water out of his buckets, and his seed shall be in many waters, and his king shall be higher than Agag, and his kingdom shall be exalted. "
H5375,Num,4,24,15,H5375-4-24-15,"And he took up his parable, and said, Balaam the son of Beor hath said, and the man whose eyes are open hath said: "
H5375,Num,4,24,20,H5375-4-24-20,"And when he looked on Amalek, he took up his parable, and said, Amalek was the first of the nations; but his latter end shall be that he perish for ever. "
H5375,Num,4,24,21,H5375-4-24-21,"And he looked on the Kenites, and took up his parable, and said, Strong is thy dwellingplace, and thou puttest thy nest in a rock. "
H5375,Num,4,24,23,H5375-4-24-23,"And he took up his parable, and said, Alas, who shall live when God doeth this!"
H3722,Num,4,25,13,H3722-4-25-13,"And he shall have it, and his seed after him, even the covenant of an everlasting priesthood; because he was zealous for his God, and made an atonement for the children of Israel. "
H5375,Num,4,26,2,H5375-4-26-2,"Take the sum of all the congregation of the children of Israel, from twenty years old and upward, throughout their fathers' house, all that are able to go to war in Israel. "
H3722,Num,4,28,22,H3722-4-28-22,"And one goat for a sin offering, to make an atonement for you."
H3722,Num,4,28,30,H3722-4-28-30,"And one kid of the goats, to make an atonement for you."
H3722,Num,4,29,5,H3722-4-29-5,"And one kid of the goats for a sin offering, to make an atonement for you:"
H5545,Num,4,30,5,H5545-4-30-5,"But if her father disallow her in the day that he heareth; not any of her vows, or of her bonds wherewith she hath bound her soul, shall stand: and the LORD shall forgive her, because her father disallowed her."
H5545,Num,4,30,8,H5545-4-30-8,"But if her husband disallowed her on the day that he heard it; then he shall make her vow which she vowed, and that which she uttered with her lips, wherewith she bound her soul, of none effect: and the LORD shall forgive her."
H5545,Num,4,30,12,H5545-4-30-12,"But if her husband hath utterly made them void on the day he heard them; then whatsoever proceeded out of her lips concerning her vows, or concerning the bond of her soul, shall not stand: her husband hath made them void; and the LORD shall forgive her."
H5375,Num,4,30,15,H5375-4-30-15,But if he shall any ways make them void after that he hath heard them; then he shall bear her iniquity. 
H5375,Num,4,31,26,H5375-4-31-26,"Take the sum of the prey that was taken, both of man and of beast, thou, and Eleazar the priest, and the chief fathers of the congregation: "
H5375,Num,4,31,49,H5375-4-31-49,"And they said unto Moses, Thy servants have taken the sum of the men of war which are under our charge, and there lacketh not one man of us."
H3722,Num,4,31,50,H3722-4-31-50,"We have therefore brought an oblation for the LORD, what every man hath gotten, of jewels of gold, chains, and bracelets, rings, earrings, and tablets, to make an atonement for our souls before the LORD. "
H3722,Num,4,35,33,H3722-4-35-33,"So ye shall not pollute the land wherein ye are: for blood it defileth the land: and the land cannot be cleansed of the blood that is shed therein, but by the blood of him that shed it."
H5375,Deu,5,1,9,H5375-5-1-9,"And I spake unto you at that time, saying, I am not able to bear you myself alone: "
H5375,Jos,6,3,3,H5375-6-3-3,"And they commanded the people, saying, When ye see the ark of the covenant of the LORD your God, and the priests the Levites bearing it, then ye shall remove from your place, and go after it."
H5375,Jos,6,3,6,H5375-6-3-6,"And Joshua spake unto the priests, saying, Take up the ark of the covenant, and pass over before the people. And they took up the ark of the covenant, and went before the people. "
H5375,Jos,6,3,8,H5375-6-3-8,"And thou shalt command the priests that bear the ark of the covenant, saying, When ye are come to the brink of the water of Jordan, ye shall stand still in Jordan. "
H5375,Jos,6,3,13,H5375-6-3-13,"And it shall come to pass, as soon as the soles of the feet of the priests that bear the ark of the LORD, the Lord of all the earth, shall rest in the waters of Jordan, that the waters of Jordan shall be cut off from the waters that come down from above; and they shall stand upon an heap. "
H5375,Jos,6,3,14,H5375-6-3-14,"And it came to pass, when the people removed from their tents, to pass over Jordan, and the priests bearing the ark of the covenant before the people; "
H5375,Jos,6,3,15,H5375-6-3-15,"And as they that bare the ark were come unto Jordan, and the feet of the priests that bare the ark were dipped in the brim of the water, (for Jordan overfloweth all his banks all the time of harvest,) "
H5375,Jos,6,3,17,H5375-6-3-17,"And the priests that bare the ark of the covenant of the LORD stood firm on dry ground in the midst of Jordan, and all the Israelites passed over on dry ground, until all the people were passed âž” clean over Jordan. "
H5375,Jos,6,4,3,H5375-6-4-3,"And command ye them, saying, Take you hence out of the midst of Jordan, out of the place where the priests' feet stood firm, twelve stones, and ye shall carry them over with you, and leave them in the lodging place, where ye shall lodge this night. "
H5375,Jos,6,4,8,H5375-6-4-8,"And the children of Israel did so as Joshua commanded, and took up twelve stones out of the midst of Jordan, as the LORD spake unto Joshua, according to the number of the tribes of the children of Israel, and carried them over with them unto the place where they lodged, and laid them down there."
H5375,Jos,6,4,9,H5375-6-4-9,"And Joshua set up twelve stones in the midst of Jordan, in the place where the feet of the priests which bare the ark of the covenant stood: and they are there unto this day. "
H5375,Jos,6,4,10,H5375-6-4-10,"For the priests which bare the ark stood in the midst of Jordan, until every thing was finished that the LORD commanded Joshua to speak unto the people, according to all that Moses commanded Joshua: and the people hasted and passed over. "
H5375,Jos,6,4,16,H5375-6-4-16,"Command the priests that bear the ark of the testimony, that they come up out of Jordan. "
H5375,Jos,6,4,18,H5375-6-4-18,"And it came to pass, when the priests that bare the ark of the covenant of the LORD were come up out of the midst of Jordan, and the soles of the priests' feet were lifted up unto the dry land, that the waters of Jordan returned unto their place, and flowed over all his banks, as they did before. "
H5375,Jos,6,5,13,H5375-6-5-13,"And it came to pass, when Joshua was by Jericho, that he lifted up his eyes and looked, and, behold, there stood a man over against him with his sword drawn in his hand: and Joshua went unto him, and said unto him, Art thou for us, or for our adversaries? "
H5375,Jos,6,6,4,H5375-6-6-4,"And seven priests shall bear before the ark seven trumpets of rams' horns: and the seventh day ye shall compass the city seven times, and the priests shall blow with the trumpets. "
H5375,Jos,6,6,6,H5375-6-6-6,"And Joshua the son of Nun called the priests, and said unto them, Take up the ark of the covenant, and let seven priests bear seven trumpets of rams' horns before the ark of the LORD. "
H5375,Jos,6,6,8,H5375-6-6-8,"And it came to pass, when Joshua had spoken unto the people, that the seven priests bearing the seven trumpets of rams' horns passed on before the LORD, and blew with the trumpets: and the ark of the covenant of the LORD followed them. "
H5375,Jos,6,6,12,H5375-6-6-12,"And Joshua rose early in the morning, and the priests took up the ark of the LORD. "
H5375,Jos,6,6,13,H5375-6-6-13,"And seven priests bearing seven trumpets of rams' horns before the ark of the LORD went on continually, and blew with the trumpets: and the armed men went before them; but the rereward came after the ark of the LORD, the priests going on, and blowing with the trumpets. "
H5375,Jos,6,8,33,H5375-6-8-33,"And all Israel, and their elders, and officers, and their judges, stood on this side the ark and on that side before the priests the Levites, which bare the ark of the covenant of the LORD, as well the stranger, as he that was born among them; half of them over against mount Gerizim, and half of them over against mount Ebal; as Moses the servant of the LORD had commanded before, that they should bless the people of Israel. "
H5375,Jos,6,24,19,H5375-6-24-19,"And Joshua said unto the people, Ye cannot serve the LORD: for he is an holy God; he is a jealous God; he will not forgive your transgressions nor your sins. "
H5375,Jdg,7,2,4,H5375-7-2-4,"And it came to pass, when the angel of the LORD spake these words unto all the children of Israel, that the people lifted up their voice, and wept. "
H5375,Jdg,7,3,18,H5375-7-3-18,"And when he had made an end to offer the present, he sent away the people that bare the present. "
H5375,Jdg,7,8,28,H5375-7-8-28,"Thus was Midian subdued before the children of Israel, so that they lifted up their heads no more. And the country was in quietness forty years in the days of Gideon. "
H5375,Jdg,7,9,7,H5375-7-9-7,"And when they told it to Jotham, he went and stood in the top of mount Gerizim, and lifted up his voice, and cried, and said unto them, Hearken unto me, ye men of Shechem, that God may hearken unto you."
H5375,Jdg,7,9,48,H5375-7-9-48,"And Abimelech gat him up to mount Zalmon, he and all the people that were with him; and Abimelech took an axe in his hand, and cut down a bough from the trees, and took it, and laid it on his shoulder, and said unto the people that were with him, What ye have seen me do, make haste, and do as I have done."
H5375,Jdg,7,9,54,H5375-7-9-54,"Then he called hastily unto the young man his armourbearer, and said unto him, Draw thy sword, and slay me, that men say not of me, A woman slew him. And his young man thrust him through, and he died. "
H5375,Jdg,7,16,31,H5375-7-16-31,"Then his brethren and all the house of his father came down, and took him, and brought him up, and buried him between Zorah and Eshtaol in the buryingplace of Manoah his father. And he judged Israel twenty years. "
H5375,Jdg,7,19,17,H5375-7-19-17,"And when he had lifted up his eyes, he saw a wayfaring man in the street of the city: and the old man said, Whither goest thou? and whence comest thou?"
H5375,Jdg,7,21,2,H5375-7-21-2,"And the people came to the house of God, and abode there till even before God, and lifted up their voices, and wept sore; "
H5375,Jdg,7,21,23,H5375-7-21-23,"And the children of Benjamin did so, and took them wives, according to their number, of them that danced, whom they caught: and they went and returned unto their inheritance, and repaired the cities, and dwelt in them."
H5375,Rth,8,1,4,H5375-8-1-4,"And they took them wives of the women of Moab; the name of the one was Orpah, and the name of the other Ruth: and they dwelled there about ten years. "
H5375,Rth,8,1,9,H5375-8-1-9,"The LORD grant you that ye may find rest, each of you in the house of her husband. Then she kissed them; and they lifted up their voice, and wept. "
H5375,Rth,8,1,14,H5375-8-1-14,"And they lifted up their voice, and wept again: and Orpah kissed her mother in law; but Ruth clave unto her."
H5375,Rth,8,2,18,H5375-8-2-18,"And she took it up, and went into the city: and her mother in law saw what she had gleaned: and she brought forth, and gave to her that she had reserved after she was sufficed. "
H5375,1Sa,9,2,28,H5375-9-2-28,"And did I choose him out of all the tribes of Israel to be my priest, to offer upon mine altar, to burn incense, to wear an ephod before me? and did I give unto the house of thy father all the offerings made by fire of the children of Israel? "
H5375,1Sa,9,4,4,H5375-9-4-4,"So the people sent to Shiloh, that they might bring from thence the ark of the covenant of the LORD of hosts, which dwelleth between the cherubims: and the two sons of Eli, Hophni and Phinehas, were there with the ark of the covenant of God. "
H5375,1Sa,9,6,13,H5375-9-6-13,"And they of Bethshemesh were reaping their wheat harvest in the valley: and they lifted up their eyes, and saw the ark, and rejoiced to see it."
H5375,1Sa,9,10,3,H5375-9-10-3,"Then shalt thou go on forward from thence, and thou shalt come to the plain of Tabor, and there shall meet thee three men going up to God to Bethel, one carrying three kids, and another carrying three loaves of bread, and another carrying a bottle of wine: "
H5375,1Sa,9,11,4,H5375-9-11-4,"Then came the messengers to Gibeah of Saul, and told the tidings in the ears of the people: and all the people lifted up their voices, and wept. "
H5375,1Sa,9,14,1,H5375-9-14-1,"Now it came to pass upon a day, that Jonathan the son of Saul said unto the young man that bare his armour, Come, and let us go over to the Philistines' garrison, that is on the other side. But he told not his father. "
H5375,1Sa,9,14,3,H5375-9-14-3,"And Ahiah, the son of Ahitub, Ichabod's brother, the son of Phinehas, the son of Eli, the LORD'S priest in Shiloh, wearing an ephod. And the people knew not that Jonathan was gone. "
H5375,1Sa,9,14,6,H5375-9-14-6,"And Jonathan said to the young man that bare his armour, Come, and let us go over unto the garrison of these uncircumcised: it may be that the LORD will work for us: for there is no restraint to the LORD to save by many or by few. "
H5375,1Sa,9,14,7,H5375-9-14-7,"And his armourbearer said unto him, Do all that is in thine heart: turn thee; behold, I am with thee according to thy heart. "
H5375,1Sa,9,14,12,H5375-9-14-12,"And the men of the garrison answered Jonathan and his armourbearer, and said, Come up to us, and we will shew you a thing. And Jonathan said unto his armourbearer, Come up after me: for the LORD hath delivered them into the hand of Israel. "
H5375,1Sa,9,14,13,H5375-9-14-13,"And Jonathan climbed up upon his hands and upon his feet, and his armourbearer after him: and they fell before Jonathan; and his armourbearer slew after him."
H5375,1Sa,9,14,14,H5375-9-14-14,"And that first slaughter, which Jonathan and his armourbearer made, was about twenty men, within as it were an half acre of land, which a yoke of oxen might plow."
H5375,1Sa,9,14,17,H5375-9-14-17,"Then said Saul unto the people that were with him, Number now, and see who is gone from us. And when they had numbered, behold, Jonathan and his armourbearer were not there."
H5375,1Sa,9,15,25,H5375-9-15-25,"Now therefore, I pray thee, pardon my sin, and turn again with me, that I may worship the LORD. "
H5375,1Sa,9,16,21,H5375-9-16-21,"And David came to Saul, and stood before him: and he loved him greatly; and he became his armourbearer. "
H5375,1Sa,9,17,7,H5375-9-17-7,And the staff of his spear was like a weaver's beam; and his spear's head weighed six hundred shekels of iron: and one bearing a shield went before him.
H5375,1Sa,9,17,20,H5375-9-17-20,"And David rose up early in the morning, and left the sheep with a keeper, and took, and went, as Jesse had commanded him; and he came to the trench, as the host was going forth to the fight, and shouted for the battle. "
H5375,1Sa,9,17,34,H5375-9-17-34,"And David said unto Saul, Thy servant kept his father's sheep, and there came a lion, and a bear, and took a lamb out of the flock: "
H5375,1Sa,9,17,41,H5375-9-17-41,And the Philistine came on and drew near unto David; and the man that bare the shield went before him.
H5375,1Sa,9,22,18,H5375-9-22-18,"And the king said to Doeg, Turn thou, and fall upon the priests. And Doeg the Edomite turned, and he fell upon the priests, and slew on that day fourscore and five persons that did wear a linen ephod. "
H5375,1Sa,9,24,16,H5375-9-24-16,"And it came to pass, when David had made an end of speaking these words unto Saul, that Saul said, Is this thy voice, my son David? And Saul lifted up his voice, and wept. "
H5375,1Sa,9,25,28,H5375-9-25-28,"I pray thee, forgive the trespass of thine handmaid: for the LORD will certainly make my lord a sure house; because my lord fighteth the battles of the LORD, and evil hath not been found in thee all thy days. "
H5375,1Sa,9,25,35,H5375-9-25-35,"So David received of her hand that which she had brought him, and said unto her, Go up in peace to thine house; see, I have hearkened to thy voice, and have accepted thy person. "
H5375,1Sa,9,30,4,H5375-9-30-4,"Then David and the people that were with him lifted up their voice and wept, until they had no more power to weep. "
H5375,1Sa,9,31,4,H5375-9-31-4,"Then said Saul unto his armourbearer, Draw thy sword, and thrust me through therewith; lest these uncircumcised come and thrust me through, and abuse me. But his armourbearer would not; for he was sore afraid. Therefore Saul took a sword, and fell upon it."
H5375,1Sa,9,31,5,H5375-9-31-5,"And when his armourbearer saw that Saul was dead, he fell likewise upon his sword, and died with him."
H5375,1Sa,9,31,6,H5375-9-31-6,"So Saul died, and his three sons, and his armourbearer, and all his men, that same day together. "
H5375,2Sa,10,2,22,H5375-10-2-22,"And Abner said again to Asahel, Turn thee aside from following me: wherefore should I smite thee to the ground? how then should I hold up my face to Joab thy brother? "
H5375,2Sa,10,2,32,H5375-10-2-32,"And they took up Asahel, and buried him in the sepulchre of his father, which was in Bethlehem. And Joab and his men went all night, and they came to Hebron at break of day. "
H5375,2Sa,10,3,32,H5375-10-3-32,"And they buried Abner in Hebron: and the king lifted up his voice, and wept at the grave of Abner; and all the people wept. "
H5375,2Sa,10,4,4,H5375-10-4-4,"And Jonathan, Saul's son, had a son that was lame of his feet. He was five years old when the tidings came of Saul and Jonathan out of Jezreel, and his nurse took him up, and fled: and it came to pass, as she made haste to flee, that he fell, and became lame. And his name was Mephibosheth. "
H5375,2Sa,10,5,12,H5375-10-5-12,"And David perceived that the LORD had established him king over Israel, and that he had exalted his kingdom for his people Israel's sake."
H5375,2Sa,10,5,21,H5375-10-5-21,"And there they left their images, and David and his men burned them."
H5375,2Sa,10,6,3,H5375-10-6-3,"And they set the ark of God upon a new cart, and brought it out of the house of Abinadab that was in Gibeah: and Uzzah and Ahio, the sons of Abinadab, drave the new cart. "
H5375,2Sa,10,6,4,H5375-10-6-4,"And they brought it out of the house of Abinadab which was at Gibeah, accompanying the ark of God: and Ahio went before the ark. "
H5375,2Sa,10,6,13,H5375-10-6-13,"And it was so, that when they that bare the ark of the LORD had gone six paces, he sacrificed oxen and fatlings. "
H5375,2Sa,10,8,2,H5375-10-8-2,"And he smote Moab, and measured them with a line, casting them down to the ground; even with two lines measured he to put to death, and with one full line to keep alive. And so the Moabites became David's servants, and brought gifts. "
H5375,2Sa,10,8,6,H5375-10-8-6,"Then David put garrisons in Syria of Damascus: and the Syrians became servants to David, and brought gifts. And the LORD preserved David whithersoever he went. "
H5375,2Sa,10,13,34,H5375-10-13-34,"But Absalom fled. And the young man that kept the watch lifted up his eyes, and looked, and, behold, there came much people by the way of the hill side behind him."
H5375,2Sa,10,13,36,H5375-10-13-36,"And it came to pass, as soon as he had made an end of speaking, that, behold, the king's sons came, and lifted up their voice and wept: and the king also and all his servants wept very sore. "
H5375,2Sa,10,14,14,H5375-10-14-14,"For we must needs die, and are as water spilt on the ground, which cannot be gathered up again; neither doth God respect any person: yet doth he devise means, that his banished be not expelled from him."
H5375,2Sa,10,15,24,H5375-10-15-24,"And lo Zadok also, and all the Levites were with him, bearing the ark of the covenant of God: and they set down the ark of God; and Abiathar went up, until all the people had done passing out of the city. "
H5375,2Sa,10,17,13,H5375-10-17-13,"Moreover, if he be gotten into a city, then shall all Israel bring ropes to that city, and we will draw it into the river, until there be not one small stone found there."
H5375,2Sa,10,18,15,H5375-10-18-15,"And ten young men that bare Joab's armour compassed about and smote Absalom, and slew him."
H5375,2Sa,10,18,24,H5375-10-18-24,"And David sat between the two gates: and the watchman went up to the roof over the gate unto the wall, and lifted up his eyes, and looked, and behold a man running alone."
H5375,2Sa,10,18,28,H5375-10-18-28,"And Ahimaaz called, and said unto the king, All is well. And he fell down to the earth upon his face before the king, and said, Blessed be the LORD thy God, which hath delivered up the men that lifted up their hand against my lord the king. "
H5375,2Sa,10,19,42,H5375-10-19-42,"And all the men of Judah answered the men of Israel, Because the king is near of kin to us: wherefore then be ye angry for this matter? have we eaten at all of the king's cost? or hath he given us any gift? "
H5375,2Sa,10,20,21,H5375-10-20-21,"The matter is not so: but a man of mount Ephraim, Sheba the son of Bichri by name, hath lifted up his hand against the king, even against David: deliver him only, and I will depart from the city. And the woman said unto Joab, Behold, his head shall be thrown to thee over the wall. "
H5375,2Sa,10,23,16,H5375-10-23-16,"And the three mighty men brake through the host of the Philistines, and drew water out of the well of Bethlehem, that was by the gate, and took it, and brought it to David: nevertheless he would not drink thereof, but poured it out unto the LORD. "
H5375,2Sa,10,23,37,H5375-10-23-37,"Zelek the Ammonite, Naharai the Beerothite, armourbearer to Joab the son of Zeruiah, "
H5375,1Ki,11,2,26,H5375-11-2-26,"And unto Abiathar the priest said the king, Get thee to Anathoth, unto thine own fields; for thou art worthy of death: but I will not at this time put thee to death, because thou barest the ark of the Lord GOD before David my father, and because thou hast been afflicted in all wherein my father was afflicted. "
H5375,1Ki,11,5,9,H5375-11-5-9,"My servants shall bring them down from Lebanon unto the sea: and I will convey them by sea in floats unto the place that thou shalt appoint me, and will cause them to be discharged there, and thou shalt receive them: and thou shalt accomplish my desire, in giving food for my household. "
H5375,1Ki,11,5,15,H5375-11-5-15,"And Solomon had threescore and ten thousand that bare burdens, and fourscore thousand hewers in the mountains; "
H5375,1Ki,11,8,3,H5375-11-8-3,"And all the elders of Israel came, and the priests took up the ark. "
H5375,1Ki,11,8,31,H5375-11-8-31,"If any man trespass against his neighbour, and an oath be laid upon him to cause him to swear, and the oath come before thine altar in this house: "
H5375,1Ki,11,9,11,H5375-11-9-11,"(Now Hiram the king of Tyre had furnished Solomon with cedar trees and fir trees, and with gold, according to all his desire,) that then king Solomon gave Hiram twenty cities in the land of Galilee. "
H5375,1Ki,11,10,2,H5375-11-10-2,"And she came to Jerusalem with a very great train, with camels that bare spices, and very much gold, and precious stones: and when she was come to Solomon, she communed with him of all that was in her heart. "
H5375,1Ki,11,10,11,H5375-11-10-11,"And the navy also of Hiram, that brought gold from Ophir, brought in from Ophir great plenty of almug trees, and precious stones. "
H5375,1Ki,11,10,22,H5375-11-10-22,"For the king had at sea a navy of Tharshish with the navy of Hiram: once in three years came the navy of Tharshish, bringing gold, and silver, ivory, and apes, and peacocks. "
H5375,1Ki,11,13,29,H5375-11-13-29,"And the prophet took up the carcase of the man of God, and laid it upon the ass, and brought it back: and the old prophet came to the city, to mourn and to bury him."
H5375,1Ki,11,14,28,H5375-11-14-28,"And it was so, when the king went into the house of the LORD, that the guard bare them, and brought them back into the guard chamber. "
H5375,1Ki,11,15,22,H5375-11-15-22,"Then king Asa made a proclamation throughout all Judah; none was exempted: and they took away the stones of Ramah, and the timber thereof, wherewith Baasha had builded; and king Asa built with them Geba of Benjamin, and Mizpah. "
H5375,1Ki,11,18,12,H5375-11-18-12,"And it shall come to pass, as soon as I am gone from thee, that the Spirit of the LORD shall carry thee whither I know not; and so when I come and tell Ahab, and he cannot find thee, he shall slay me: but I thy servant fear the LORD from my youth. "
H5375,2Ki,12,2,16,H5375-12-2-16,"And they said unto him, Behold now, there be with thy servants fifty strong men; let them go, we pray thee, and seek thy master: lest peradventure the Spirit of the LORD hath taken him up, and cast him upon some mountain, or into some valley. And he said, Ye shall not send. "
H5375,2Ki,12,3,14,H5375-12-3-14,"And Elisha said, As the LORD of hosts liveth, before whom I stand, surely, were it not that I regard the presence of Jehoshaphat the king of Judah, I would not look toward thee, nor see thee."
H5375,2Ki,12,4,19,H5375-12-4-19,"And he said unto his father, My head, my head. And he said to a lad, Carry him to his mother. "
H5375,2Ki,12,4,20,H5375-12-4-20,"And when he had taken him, and brought him to his mother, he sat on her knees till noon, and then died. "
H5375,2Ki,12,4,36,H5375-12-4-36,"And he called Gehazi, and said, Call this Shunammite. So he called her. And when she was come in unto him, he said, Take up thy son. "
H5375,2Ki,12,4,37,H5375-12-4-37,"Then she went in, and fell at his feet, and bowed herself to the ground, and took up her son, and went out. "
H5375,2Ki,12,5,1,H5375-12-5-1,"Now Naaman, captain of the host of the king of Syria, was a great man with his master, and honourable, because by him the LORD had given deliverance unto Syria: he was also a mighty man in valour, but he was a leper. "
H5375,2Ki,12,5,23,H5375-12-5-23,"And Naaman said, Be content, take two talents. And he urged him, and bound two talents of silver in two bags, with two changes of garments, and laid them upon two of his servants; and they bare them before him."
H5375,2Ki,12,7,8,H5375-12-7-8,"And when these lepers came to the uttermost part of the camp, they went into one tent, and did eat and drink, and carried thence silver, and gold, and raiment, and went and hid it; and came again, and entered into another tent, and carried thence also, and went and hid it."
H5375,2Ki,12,9,25,H5375-12-9-25,"Then said Jehu to Bidkar his captain, Take up, and cast him in the portion of the field of Naboth the Jezreelite: for remember how that, when I and thou rode together after Ahab his father, the LORD laid this burden upon him;"
H5375,2Ki,12,9,26,H5375-12-9-26,"Surely I have seen yesterday the blood of Naboth, and the blood of his sons, saith the LORD; and I will requite thee in this plat, saith the LORD. Now therefore take and cast him into the plat of ground, according to the word of the LORD. "
H5375,2Ki,12,9,32,H5375-12-9-32,"And he lifted up his face to the window, and said, Who is on my side? who? And there looked out to him two or three eunuchs. "
H5375,2Ki,12,14,10,H5375-12-14-10,"Thou hast indeed smitten Edom, and thine heart hath lifted thee up: glory of this, and tarry at home: for why shouldest thou meddle to thy hurt, that thou shouldest fall, even thou, and Judah with thee?"
H5375,2Ki,12,14,20,H5375-12-14-20,And they brought him on horses: and he was buried at Jerusalem with his fathers in the city of David. 
H5375,2Ki,12,18,14,H5375-12-18-14,"And Hezekiah king of Judah sent to the king of Assyria to Lachish, saying, I have offended; return from me: that which thou puttest on me will I bear. And the king of Assyria appointed unto Hezekiah king of Judah three hundred talents of silver and thirty talents of gold. "
H5375,2Ki,12,19,4,H5375-12-19-4,"It may be the LORD thy God will hear all the words of Rabshakeh, whom the king of Assyria his master hath sent to reproach the living God; and will reprove the words which the LORD thy God hath heard: wherefore lift up thy prayer for the remnant that are left. "
H5375,2Ki,12,19,22,H5375-12-19-22,"Whom hast thou reproached and blasphemed? and against whom hast thou exalted thy voice, and lifted up thine eyes on high? even against the Holy One of Israel. "
H5375,2Ki,12,20,17,H5375-12-20-17,"Behold, the days come, that all that is in thine house, and that which thy fathers have laid up in store unto this day, shall be carried into Babylon: nothing shall be left, saith the LORD. "
H5375,2Ki,12,23,4,H5375-12-23-4,"And the king commanded Hilkiah the high priest, and the priests of the second order, and the keepers of the door, to bring forth out of the temple of the LORD all the vessels that were made for Baal, and for the grove, and for all the host of heaven: and he burned them without Jerusalem in the fields of Kidron, and carried the ashes of them unto Bethel. "
H5375,2Ki,12,25,13,H5375-12-25-13,"And the pillars of brass that were in the house of the LORD, and the bases, and the brasen sea that was in the house of the LORD, did the Chaldees break in pieces, and carried the brass of them to Babylon. "
H5375,2Ki,12,25,27,H5375-12-25-27,"And it came to pass in the seven and thirtieth year of the captivity of Jehoiachin king of Judah, in the twelfth month, on the seven and twentieth day of the month, that Evilmerodach king of Babylon in the year that he began to reign did lift up the head of Jehoiachin king of Judah out of prison; "
H5375,1Ch,13,5,18,H5375-13-5-18,"The sons of Reuben, and the Gadites, and half the tribe of Manasseh, of valiant men, men able to bear buckler and sword, and to shoot with bow, and skilful in war, were four and forty thousand seven hundred and threescore, that went out to the war. "
H5375,1Ch,13,10,4,H5375-13-10-4,"Then said Saul to his armourbearer, Draw thy sword, and thrust me through therewith; lest these uncircumcised come and abuse me. But his armourbearer would not; for he was sore afraid. So Saul took a sword, and fell upon it."
H5375,1Ch,13,10,5,H5375-13-10-5,"And when his armourbearer saw that Saul was dead, he fell likewise on the sword, and died. "
H5375,1Ch,13,10,9,H5375-13-10-9,"And when they had stripped him, they took his head, and his armour, and sent into the land of the Philistines round about, to carry tidings unto their idols, and to the people. "
H5375,1Ch,13,10,12,H5375-13-10-12,"They arose, all the valiant men, and took away the body of Saul, and the bodies of his sons, and brought them to Jabesh, and buried their bones under the oak in Jabesh, and fasted seven days. "
